NODE_ID;PROMINENCY_LABEL;PROMINENCY_WEIGHT;PROMINENCY_PURITY;RECIPROCITY_LABEL;RECIPROCITY_WEIGHT;RECIPROCITY_PURITY
239;NonProminent;0;0;NonReciprocal;0;0
240;NonProminent;0;0;NonReciprocal;0;0
241;NonProminent;0;0;StronglyReciprocal;1,33333333333333;0,444444444444444
242;StronglyProminent;0,08;0,0016;NonReciprocal;0;0
243;NonProminent;0;0;NonReciprocal;0;0
244;WeaklyProminent;0,4;0,1;NonReciprocal;0;0
245;NonProminent;0;0;NonReciprocal;0;0
246;NonProminent;0;0;NonReciprocal;0;0
247;NonProminent;0;0;NonReciprocal;0;0
248;WeaklyProminent;0,0222222222222222;0,00116959064327485;NonReciprocal;0;0
249;NonProminent;0;0;NonReciprocal;0;0
250;NonProminent;0;0;NonReciprocal;0;0
251;NonProminent;0;0;NonReciprocal;0;0
252;NonProminent;0;0;NonReciprocal;0;0
253;NonProminent;0;0;StronglyReciprocal;0,333333333333333;0,111111111111111
254;StronglyProminent;0,462962962962963;0,00857338820301783;NonReciprocal;0;0
255;NonProminent;0;0;NonReciprocal;0;0
256;NonProminent;0;0;NonReciprocal;0;0
257;NonProminent;0;0;NonReciprocal;0;0
258;NonProminent;0;0;NonReciprocal;0;0
259;NonProminent;0;0;NonReciprocal;0;0
260;StronglyProminent;0,125;0,015625;NonReciprocal;0;0
261;StronglyProminent;0,16;0,0064;NonReciprocal;0;0
262;NonProminent;0;0;NonReciprocal;0;0
263;WeaklyProminent;0,133333333333333;0,0222222222222222;NonReciprocal;0;0
264;NonProminent;0;0;NonReciprocal;0;0
265;NonProminent;0;0;NonReciprocal;0;0
266;StronglyProminent;0,0357142857142857;0,00127551020408163;NonReciprocal;0;0
267;NonProminent;0;0;NonReciprocal;0;0
268;NonProminent;0;0;StronglyReciprocal;0,333333333333333;0,111111111111111
269;NonProminent;0;0;NonReciprocal;0;0
270;NonProminent;0;0;NonReciprocal;0;0
271;NonProminent;0;0;NonReciprocal;0;0
272;NonProminent;0;0;NonReciprocal;0;0
273;NonProminent;0;0;NonReciprocal;0;0
274;NonProminent;0;0;NonReciprocal;0;0
275;NonProminent;0;0;NonReciprocal;0;0
276;NonProminent;0;0;NonReciprocal;0;0
277;NonProminent;0;0;NonReciprocal;0;0
278;NonProminent;0;0;NonReciprocal;0;0
279;WeaklyProminent;0,333333333333333;0,0666666666666667;NonReciprocal;0;0
280;NonProminent;0;0;NonReciprocal;0;0
281;NonProminent;0;0;NonReciprocal;0;0
282;NonProminent;0;0;NonReciprocal;0;0
283;NonProminent;0;0;NonReciprocal;0;0
284;WeaklyProminent;0,133333333333333;0,0222222222222222;NonReciprocal;0;0
285;StronglyProminent;0,1;0,01;NonReciprocal;0;0
286;NonProminent;0;0;StronglyReciprocal;0,2;0,04
287;NonProminent;0;0;NonReciprocal;0;0
288;NonProminent;0;0;NonReciprocal;0;0
289;NonProminent;0;0;NonReciprocal;0;0
290;NonProminent;0;0;NonReciprocal;0;0
291;StronglyProminent;0,818181818181818;0,0743801652892562;NonReciprocal;0;0
292;WeaklyProminent;0,333333333333333;0,0666666666666667;WeaklyReciprocal;0,8;0,16
293;NonProminent;0;0;StronglyReciprocal;0,333333333333333;0,111111111111111
294;NonProminent;0;0;NonReciprocal;0;0
295;NonProminent;0;0;NonReciprocal;0;0
296;WeaklyProminent;0,0952380952380952;0,0119047619047619;NonReciprocal;0;0
297;NonProminent;0;0;NonReciprocal;0;0
298;NonProminent;0;0;StronglyReciprocal;0,25;0,0625
299;NonProminent;0;0;NonReciprocal;0;0
300;NonProminent;0;0;NonReciprocal;0;0
301;StronglyProminent;0,0416666666666667;0,00173611111111111;NonReciprocal;0;0
302;NonProminent;0;0;NonReciprocal;0;0
303;NonProminent;0;0;NonReciprocal;0;0
304;NonProminent;0;0;WeaklyReciprocal;1,92857142857143;0,385714285714286
305;NonProminent;0;0;NonReciprocal;0;0
306;WeaklyProminent;0,133333333333333;0,0222222222222222;NonReciprocal;0;0
307;WeaklyProminent;0,111111111111111;0,0158730158730159;NonReciprocal;0;0
308;NonProminent;0;0;WeaklyReciprocal;1,92857142857143;0,385714285714286
309;StronglyProminent;0,9;0,09;NonReciprocal;0;0
310;NonProminent;0;0;NonReciprocal;0;0
311;NonProminent;0;0;NonReciprocal;0;0
312;NonProminent;0;0;NonReciprocal;0;0
313;NonProminent;0;0;NonReciprocal;0;0
314;NonProminent;0;0;NonReciprocal;0;0
315;NonProminent;0;0;StronglyReciprocal;2,25;0,5625
316;StronglyProminent;0,666666666666667;0,111111111111111;NonReciprocal;0;0
317;NonProminent;0;0;NonReciprocal;0;0
318;WeaklyProminent;0,444444444444444;0,0555555555555556;NonReciprocal;0;0
319;NonProminent;0;0;NonReciprocal;0;0
320;NonProminent;0;0;StronglyReciprocal;0,5;0,25
321;NonProminent;0;0;NonReciprocal;0;0
322;NonProminent;0;0;NonReciprocal;0;0
323;NonProminent;0;0;StronglyReciprocal;2,25;0,5625
324;NonProminent;0;0;StronglyReciprocal;0,333333333333333;0,111111111111111
325;NonProminent;0;0;NonReciprocal;0;0
326;NonProminent;0;0;NonReciprocal;0;0
327;NonProminent;0;0;NonReciprocal;0;0
328;NonProminent;0;0;NonReciprocal;0;0
329;StronglyProminent;0,609756097560976;0,0148720999405116;NonReciprocal;0;0
330;NonProminent;0;0;NonReciprocal;0;0
331;NonProminent;0;0;NonReciprocal;0;0
332;NonProminent;0;0;NonReciprocal;0;0
333;WeaklyProminent;0,111111111111111;0,0158730158730159;NonReciprocal;0;0
334;NonProminent;0;0;NonReciprocal;0;0
335;NonProminent;0;0;NonReciprocal;0;0
336;NonProminent;0;0;NonReciprocal;0;0
337;NonProminent;0;0;NonReciprocal;0;0
338;NonProminent;0;0;NonReciprocal;0;0
339;NonProminent;0;0;NonReciprocal;0;0
340;NonProminent;0;0;NonReciprocal;0;0
341;WeaklyProminent;0,761904761904762;0,126984126984127;WeaklyReciprocal;0,133333333333333;0,0222222222222222
342;NonProminent;0;0;NonReciprocal;0;0
343;NonProminent;0;0;NonReciprocal;0;0
344;NonProminent;0;0;NonReciprocal;0;0
345;NonProminent;0;0;NonReciprocal;0;0
346;NonProminent;0;0;NonReciprocal;0;0
347;NonProminent;0;0;NonReciprocal;0;0
348;StronglyProminent;0,0769230769230769;0,00591715976331361;NonReciprocal;0;0
349;NonProminent;0;0;NonReciprocal;0;0
350;WeaklyProminent;0,111111111111111;0,0158730158730159;NonReciprocal;0;0
351;NonProminent;0;0;NonReciprocal;0;0
352;NonProminent;0;0;NonReciprocal;0;0
353;NonProminent;0;0;NonReciprocal;0;0
354;StronglyProminent;0,03125;0,0009765625;NonReciprocal;0;0
355;StronglyProminent;0,25;0,0625;NonReciprocal;0;0
356;NonProminent;0;0;NonReciprocal;0;0
357;NonProminent;0;0;StronglyReciprocal;0,25;0,0625
